file,source_type,class_label,denomination,year,confidence,notes
training/142343fs.jpg,fs_auction_photo,"Seated Liberty (full legend, Arrows?) uncertain (dime)",uncertain (dime),1871,low,"""UNITED STATES OF AMERICA"" legend obverse variant; denomination/date uncertain."
training/142344fs.jpg,fs_auction_photo,Seated Liberty (Arrows) Quarter (likely),Quarter (likely),1854,medium,
training/142397fs.jpg,fs_auction_photo,uncertain bust type uncertain,uncertain,1859,low,"Hairstyle resembles Draped Bust but 1859 postdates that series - date or design may be misread, needs verification."
training/142460fs.jpg,fs_auction_photo,Continental Currency Dollar (pewter/brass),Dollar (pewter/brass),1776,high,"Distinctive sundial design + ""CONTINENTAL CURRENCY"" text - a famous/rare early American issue; almost certainly a reference photo, not a coin actually in hand."
training/142473fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1870,medium,
training/142495fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1861,medium,
training/142496fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half/dollar),uncertain (quarter/half/dollar),1870,medium,
training/142497fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half/dollar),uncertain (quarter/half/dollar),1873,medium,
training/142513fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1871,medium,
training/142539fs.jpg,fs_auction_photo,Seated Liberty (full legend) Dime (likely),Dime (likely),1860,medium,
training/142542fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1821,high,
training/142543fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1856,low,Date partially legible.
training/142545fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1844,medium,
training/142553fs.jpg,fs_auction_photo,Barber (full legend) uncertain (dime/quarter/half),uncertain (dime/quarter/half),1892,high,1892 is the first year of the Barber design.
training/142586fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1824,high,
training/142587fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1857,medium,
training/142608fs.jpg,fs_auction_photo,Indian Princess Head Gold uncertain ($1 or $2.50 gold),uncertain ($1 or $2.50 gold),,medium,Feathered-headdress Liberty design; date not visible in this crop.
training/142636fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1858,medium,
training/142640fs.jpg,fs_auction_photo,Peace Dollar Dollar,Dollar,,medium,Distinctive radiate-crown Liberty head; exact date (~1930s) not fully legible.
training/142745fs.jpg,fs_auction_photo,Continental Currency Dollar (pewter/brass),Dollar (pewter/brass),1776,high,Same type as 142460fs.
training/142761fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),,low,Date not legible.
training/142763fs.jpg,fs_auction_photo,Draped Bust uncertain,uncertain,1806,medium,
training/142932fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1832,low,Date partially legible.
training/142991fs.jpg,fs_auction_photo,Mercury (Winged Liberty Head) Dime,Dime,,low,"Date reads oddly like 1912, which predates the design's 1916 debut - likely misread (possibly 1942); needs verification."
training/142994fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1859,medium,
training/142995fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1857,medium,
training/142997fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1904,low,Date partially legible.
training/142998fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,,medium,Date not legible in this crop.
training/142999fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1798,high,
training/143023fs.jpg,fs_auction_photo,Draped Bust uncertain,uncertain,1806,medium,
training/143030fs.jpg,fs_auction_photo,Draped Bust uncertain,uncertain,1803,medium,
training/143031fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1866,medium,
training/143044fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1798,high,
training/143045fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1831,high,
training/143055fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half/dollar),uncertain (quarter/half/dollar),1871,medium,
training/143097fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,,low,Date not clearly legible.
training/143111fs.jpg,fs_auction_photo,Draped Bust uncertain,uncertain,1802,low,Date partially legible.
training/143113fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1849,medium,
training/143114fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1846,medium,
training/143123fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1812,low,Date partially legible.
training/143146fs.jpg,fs_auction_photo,Capped Bust (reduced diameter) Dime,Dime,1828,medium,
training/143148fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1898,medium,
training/143149fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1829,high,
training/143150fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1838,high,
training/143156fs.jpg,fs_auction_photo,Seated Liberty (full legend) uncertain (quarter/half),uncertain (quarter/half),1854,medium,
training/143175fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1844,medium,
training/143184fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1888,high,
training/143195fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1817,high,
training/143242fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1909,medium,
training/143288fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1861,medium,
training/143332fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1859,medium,
training/143334fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1865,medium,
training/143378fs.jpg,fs_auction_photo,Mercury (Winged Liberty Head) Dime,Dime,1942,high,
training/143388fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1897,high,
training/143399fs.jpg,fs_auction_photo,Seated Liberty (full legend) Dollar,Dollar,1864,medium,
training/143404fs.jpg,fs_auction_photo,Trade Dollar Dollar,Dollar,1873,high,First year of the Trade Dollar series.
training/143408fs.jpg,fs_auction_photo,Trade Dollar Dollar,Dollar,1875,medium,
training/143413fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1899,medium,
training/143486fs.jpg,fs_auction_photo,Continental Currency Dollar (pewter/brass),Dollar (pewter/brass),1776,high,"Reverse side (""MIND YOUR BUSINESS"", sundial/FUGIO) of the same Continental Dollar type as 142460fs/142745fs."
training/143489fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1855,medium,
training/143490fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1815,high,
training/143508fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half/dime),uncertain (quarter/half/dime),1882,medium,
training/143545fs.jpg,fs_auction_photo,Shield Nickel Nickel (5 cents),Nickel (5 cents),1867,high,Distinctive shield-and-rays design.
training/143547fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1890,high,
training/143550fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,,low,"Date partially legible, likely late 1910s."
training/143580fs.jpg,fs_auction_photo,Capped Bust Half Dollar (lettered edge),Half Dollar (lettered edge),1809,high,
training/143581fs.jpg,fs_auction_photo,Trade Dollar Dollar,Dollar,1875,medium,
training/143599fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half/dollar),uncertain (quarter/half/dollar),1859,medium,
training/143710fs.jpg,fs_auction_photo,Continental Currency Dollar (pewter/brass),Dollar (pewter/brass),1776,high,Same type as 142460fs/142745fs/143486fs.
training/143735fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1916,high,First year of the design.
training/143741fs.jpg,fs_auction_photo,Flowing Hair Dollar,Dollar,1794,medium,"Reference example of the extremely rare first-year U.S. silver dollar, not a coin actually in hand."
training/143742fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1820,high,
training/143743fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1895,low,Date partially legible.
training/143789fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1841,medium,
training/143798fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half/dollar),uncertain (quarter/half/dollar),1852,low,Date partially legible.
training/143799fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1846,medium,
training/143801fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1842,high,
training/143802fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1844,high,
training/143803fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half/dollar),uncertain (quarter/half/dollar),1844,medium,
training/143804fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1849,medium,
training/143832fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1941,high,
training/143839fs.jpg,fs_auction_photo,Panama-Pacific Commemorative Gold (octagonal) $50 Gold,$50 Gold,1915,medium,Bird/owl reverse design of the same 1915 Panama-Pacific $50 gold type as 135764fs.
training/143851fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1854,high,
training/143868fs.jpg,fs_auction_photo,Washington Quarter,Quarter,,low,"Reads oddly like 1916, which predates the design's 1932 debut - likely misread (possibly 1936); needs verification."
training/143916fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1863,high,
training/143919fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1886,high,
training/143927fs.jpg,fs_auction_photo,Draped Bust uncertain,uncertain,1802,medium,
training/143928fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1854,medium,
training/143929fs.jpg,fs_auction_photo,Seated Liberty (Arrows) uncertain (quarter/half),uncertain (quarter/half),1874,medium,
training/143930fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1847,high,
training/143945fs.jpg,fs_auction_photo,"Liberty Head (Coronet) $20 Gold (Double Eagle, likely)","$20 Gold (Double Eagle, likely)",1861,low,Gold coronet-head design; exact date uncertain.
training/143963fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1921,high,1921 is a key date for this series.
training/143975fs.jpg,fs_auction_photo,Peace Dollar Dollar,Dollar,1926,high,
training/143989fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1813,high,
training/144000fs.jpg,fs_auction_photo,Peace Dollar Dollar,Dollar,1925,high,
training/144010fs.jpg,fs_auction_photo,Draped Bust / Flowing Hair transitional uncertain,uncertain,1794,low,
training/144011fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1936,high,
training/144012fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1847,high,
training/144013fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1852,medium,
training/144024fs.jpg,fs_auction_photo,Seated Liberty (full legend) Dime,Dime,1867,medium,
training/144029fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1870,medium,
training/144041fs.jpg,fs_auction_photo,Seated Liberty (full legend) Dime,Dime,1878,medium,
training/144245fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1879,high,
training/144266fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1897,high,
training/144321fs.jpg,fs_auction_photo,Seated Liberty (Arrows) uncertain (quarter/half),uncertain (quarter/half),1874,medium,
training/144394fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1855,medium,
training/144395fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1870,low,Date partially legible.
training/144398fs.jpg,fs_auction_photo,Seated Liberty (full legend) Dime,Dime,1860,medium,
training/144400fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1882,high,
training/144423fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1868,medium,
training/144426fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1861,medium,
training/144427fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1847,medium,
training/144432fs.jpg,fs_auction_photo,Capped Bust uncertain (half/dime),uncertain (half/dime),,low,"Date reads oddly like 1840, which is late for this design - likely misread (possibly 1830/1834)."
training/144474fs.jpg,fs_auction_photo,Mercury (Winged Liberty Head) Dime,Dime,1942,high,
training/144475fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),,low,Date obscured by dark background lighting.
training/144489fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1900,medium,
training/144493fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1804,low,"Reads as 1804 - same rarity caveat as 138272fs; likely a museum/reference piece, not a coin in hand."
training/144495fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1828,low,Date partially legible.
training/144496fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1873,medium,
training/144497fs.jpg,fs_auction_photo,Flowing Hair Dollar,Dollar,1794,medium,"Reference example, not a coin in hand."
training/144498fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1834,high,
training/144499fs.jpg,fs_auction_photo,Seated Liberty (Arrows) uncertain (quarter/half),uncertain (quarter/half),1873,medium,
training/144512fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),,low,"Photographed inside a certification slab; glare obscures the date, likely 1860s."
training/144520fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1885,high,
training/144528fs.jpg,fs_auction_photo,Capped Bust Half Dollar (lettered edge),Half Dollar (lettered edge),1811,high,
training/144534fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1860,medium,
training/144558fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1909,medium,
training/144565fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),,low,Date not legible.
training/144574fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1880,medium,
training/144579fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1846,medium,
training/144593fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1902,medium,
training/144594fs.jpg,fs_auction_photo,Barber Half Dollar (likely),Half Dollar (likely),1909,medium,
training/144599fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1897,low,Date partially legible.
training/144600fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1860,medium,"Watermarked ""Imaged by Heritage Auctions"" - confirms these fs.jpg photos are auction-house reference images."
training/144618fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1795,high,
training/144619fs.jpg,fs_auction_photo,Seated Liberty (full legend) Dime,Dime,1863,medium,
training/144622fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1828,high,
training/144623fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),,low,Date obscured.
training/144624fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1870,medium,
training/144626fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1797,high,
training/144631fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1798,low,Date partially legible.
training/144632fs.jpg,fs_auction_photo,Capped Bust (reduced diameter) Dime,Dime,1834,medium,
training/144638fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1921,high,Key date for this series.
training/144647fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1848,medium,
training/144651fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1868,medium,Proof-like dark-field photo.
training/144656fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1916,high,First year of the design.
training/144657fs.jpg,fs_auction_photo,Seated Liberty Half Dime (likely),Half Dime (likely),1836,low,"Date/denomination uncertain, small-size seated design."
training/144663fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1797,high,
training/144665fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1872,high,
training/144666fs.jpg,fs_auction_photo,Seated Liberty (full legend) Dime,Dime,1847,medium,
training/144667fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1849,medium,
training/144680fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1850,medium,
training/144682fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1859,medium,
training/144690fs.jpg,fs_auction_photo,Seated Liberty (full legend) Dollar,Dollar,1874,high,
training/144696fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1836,high,Final year of the Capped Bust Half Dollar before Seated Liberty replaced it.
training/144714fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1891,high,Final year of the Seated Liberty quarter/half series.
training/144716fs.jpg,fs_auction_photo,Trade Dollar Dollar,Dollar,1874,low,Date partially legible.
training/144722fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1850,low,Date partially legible.
training/144723fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1904,medium,
training/144726fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1899,medium,
training/144740fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1842,high,
training/144743fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),,low,"Reads oddly like 1832, which predates the Seated Liberty design (introduced 1836-1840) - likely misread (possibly 1852/1862)."
training/144750fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1860,medium,
training/144755fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1840,medium,
training/144756fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1842,medium,
training/144757fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1852,medium,
training/144762fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1856,low,Date partially legible.
training/144764fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1870,high,
training/144766fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1878,medium,
training/144767fs.jpg,fs_auction_photo,Seated Liberty Dime (likely),Dime (likely),1888,medium,
training/144768fs.jpg,fs_auction_photo,Standing Liberty Quarter,Quarter,1917,medium,Covered-breast (Type 2) style suggests 1917-1930 range.
training/144770fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1847,medium,
training/144771fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1855,medium,
training/144774fs.jpg,fs_auction_photo,Seated Liberty (Arrows) uncertain (quarter/half),uncertain (quarter/half),1873,medium,
training/144776fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half/dollar),uncertain (quarter/half/dollar),1878,medium,
training/144784fs.jpg,fs_auction_photo,Panama-Pacific Commemorative Gold (octagonal) $50 Gold,$50 Gold,1915,medium,Same type as 135764fs/143839fs.
training/144785fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1870,medium,
training/144870fs.jpg,fs_auction_photo,Seated Liberty (Arrows) uncertain (quarter/half),uncertain (quarter/half),1873,medium,
training/144871fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1807,high,First year of the Capped Bust Half Dollar.
training/144872fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1907,medium,
training/144891fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1854,medium,
training/144894fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1796,high,
training/144896fs.jpg,fs_auction_photo,Liberty Head Gold (Coronet) uncertain,uncertain,,low,"Date reads oddly like 1803, earlier than the Coronet gold design's ~1834 debut - likely misread."
training/144903fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1858,medium,
training/144911fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1857,medium,
training/144921fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1897,high,
training/144925fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1858,medium,
training/144941fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1839,low,Date partially legible.
training/144960fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),,low,Date obscured by toning.
training/144964fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1844,medium,
training/144965fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1886,high,
training/144976fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1858,medium,
training/144983fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1856,medium,
training/145028fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1846,medium,
training/145051fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1868,medium,
training/145053fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1802,high,
training/145071fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1840,medium,
training/145072fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1841,medium,
training/145073fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),,low,Date not legible.
training/145075fs.jpg,fs_auction_photo,Washington Quarter,Quarter,,low,Silver-era toning suggests pre-1965; exact date not legible.
training/145076fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1842,medium,
training/145077fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1849,medium,
training/145078fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1852,medium,
training/145083fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1856,medium,
training/145084fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1843,medium,
training/145085fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1848,medium,
training/145122fs.jpg,fs_auction_photo,Capped Bust uncertain (half/dime),uncertain (half/dime),1837,low,Photographed inside a certification slab.
training/145123fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1857,medium,
training/145127fs.jpg,fs_auction_photo,Standing Liberty Quarter,Quarter,1918,low,Date partially legible.
training/145131fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1851,medium,
training/145132fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1889,high,
training/145139fs.jpg,fs_auction_photo,Liberty Head Gold (Coronet) $2.50 Quarter Eagle,$2.50 Quarter Eagle,1841,medium,"1841 quarter eagles are a famous major rarity (""Little Princess"") if genuine business-strike/proof - likely a museum reference photo, not a coin in hand."
training/145188fs.jpg,fs_auction_photo,Continental Currency Dollar (pewter/brass),Dollar (pewter/brass),1776,high,Same type as other Continental Currency entries.
training/145207fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1795,high,
training/145208fs.jpg,fs_auction_photo,Seated Liberty Dollar,Dollar,1863,high,
training/145211fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1855,medium,
training/145232fs.jpg,fs_auction_photo,Liberty Head Gold (Coronet) $20 Double Eagle,$20 Double Eagle,1861,medium,
training/145244fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,,low,Photographed inside an NGC slab; date not legible in this crop.
training/145255fs.jpg,fs_auction_photo,Mercury (Winged Liberty Head) Dime,Dime,1942,low,Date partially legible.
training/145256fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1806,high,
training/145261fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1812,high,
training/145262fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1798,high,
training/145269fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1799,low,Date partially legible.
training/145282fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1797,high,
training/145287fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1834,low,Date partially legible.
training/145313fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1918,low,Date partially legible.
training/145316fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1858,medium,
training/145328fs.jpg,fs_auction_photo,Washington Quarter,Quarter,,low,Silver-era toning suggests 1930s; exact date not legible.
training/145336fs.jpg,fs_auction_photo,Panama-Pacific Commemorative Gold (round) $50 Gold,$50 Gold,1915,high,"Helmeted Liberty head + ""FIFTY DOLLARS"" matches the round-format companion to the octagonal 1915 Panama-Pacific $50 gold piece."
training/145349fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1840,medium,
training/145351fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1865,medium,
training/145441fs.jpg,fs_auction_photo,Walking Liberty Half Dollar,Half Dollar,1921,high,Key date for this series.
training/145504fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1814,low,Date partially legible.
training/145508fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1795,high,
training/145509fs.jpg,fs_auction_photo,Morgan Dollar Dollar,Dollar,1879,high,
training/145511fs.jpg,fs_auction_photo,California Gold Rush souvenir token (non-federal) fractional gold token,fractional gold token,1879,medium,"Small size, weight-marked (""...GRAMS"") design typical of privately-minted California small-denomination gold tokens, not official U.S. coinage."
training/145532fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),,low,"Date not legible, worn."
training/145554fs.jpg,fs_auction_photo,Barber uncertain (quarter/half),uncertain (quarter/half),1913,medium,
training/145563fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1856,low,Date partially legible.
training/145565fs.jpg,fs_auction_photo,Seated Liberty uncertain (quarter/half),uncertain (quarter/half),1840,medium,
training/145568fs.jpg,fs_auction_photo,Seated Liberty (full legend) Dollar (likely),Dollar (likely),1865,low,Dark-field proof-like photo.
training/145570fs.jpg,fs_auction_photo,California Gold Rush souvenir token (non-federal) fractional gold token,fractional gold token,1879,medium,Same type as 145511fs.
training/145571fs.jpg,fs_auction_photo,Capped Bust Half Dollar,Half Dollar,1820,medium,Photographed inside a certification slab.
training/145572fs.jpg,fs_auction_photo,Draped Bust Dollar,Dollar,1795,high,
